query_id,rank,candidate_id,final_score,S_dim,S_cat,CP,dims_used,config
df6085e7-42f9-4ce3-92b0-3a7a24159a61,3,ba26b23a-d329-4a39-ac72-2a4489eb673f,1.0,0.0,0.5,1.0,"thickness, weight",cp_only
e46aa804-164c-4907-a7ca-07a99d66d1b6,1,804a4304-48b2-4a76-917e-91ab96f4a6e1,1.0,1.0,0.5,1.0,thickness,cp_only
e46aa804-164c-4907-a7ca-07a99d66d1b6,2,094422ce-696c-482d-9927-c3cfbf347f7a,1.0,0.0,1.0,1.0,"thickness, weight",cp_only
e46aa804-164c-4907-a7ca-07a99d66d1b6,3,bab67e88-be02-40c9-b3d7-b43a4adff716,1.0,0.0,0.5,1.0,"thickness, weight",cp_only
094422ce-696c-482d-9927-c3cfbf347f7a,1,92a79054-1d86-4503-b051-02cd6ae58185,1.0,1.0,0.5,1.0,thickness,cp_only
094422ce-696c-482d-9927-c3cfbf347f7a,2,e46aa804-164c-4907-a7ca-07a99d66d1b6,1.0,0.0,1.0,1.0,"thickness, weight",cp_only
094422ce-696c-482d-9927-c3cfbf347f7a,3,bab67e88-be02-40c9-b3d7-b43a4adff716,1.0,0.0,0.5,1.0,"thickness, weight",cp_only
a462a4cb-bbaa-4417-b876-4b8606c6f8db,1,cfb6c8f9-1d55-4d81-bb01-2cead77e09e2,1.0,1.0,1.0,1.0,inner_diameter,cp_only
a462a4cb-bbaa-4417-b876-4b8606c6f8db,2,ca1ccf90-ef97-446d-b9ba-214844ffc371,1.0,1.0,0.5,1.0,"thickness, width, inner_diameter, weight",cp_only
a462a4cb-bbaa-4417-b876-4b8606c6f8db,3,90b02a62-3da9-4648-948c-52627d086a50,1.0,1.0,0.5,1.0,"thickness, width, inner_diameter, weight",cp_only
7729084d-fc2d-41d8-a8df-891da74078f1,1,5cef718a-460b-43ca-92f5-82151c2922b9,1.0,0.8,1.0,1.0,"thickness, width, length, height, weight",cp_only
7729084d-fc2d-41d8-a8df-891da74078f1,2,69e4f43c-6d81-4549-8c6a-9ceaea217782,1.0,0.8,1.0,1.0,"thickness, width, length, height, weight",cp_only
7729084d-fc2d-41d8-a8df-891da74078f1,3,86008598-05ed-4532-8a70-e8ee8daf3796,1.0,0.6,1.0,1.0,"thickness, width, length, height, weight",cp_only
86008598-05ed-4532-8a70-e8ee8daf3796,1,02871910-2424-46d2-bd2c-52a716b09c00,1.0,1.0,0.0,1.0,thickness,cp_only
86008598-05ed-4532-8a70-e8ee8daf3796,2,a2045fb1-90e5-4957-91ac-a5a8b83fd081,1.0,0.8,1.0,1.0,"thickness, width, length, height, weight",cp_only
86008598-05ed-4532-8a70-e8ee8daf3796,3,7729084d-fc2d-41d8-a8df-891da74078f1,1.0,0.6,1.0,1.0,"thickness, width, length, height, weight",cp_only
06bf89b8-3e0b-4be9-a611-1e656cae34eb,1,db475b0b-e62d-4719-a502-d1effef1ed48,1.0,1.0,1.0,1.0,thickness,cp_only
06bf89b8-3e0b-4be9-a611-1e656cae34eb,2,bb9852a6-a27a-40e6-80ab-22e210e73310,1.0,1.0,1.0,1.0,thickness,cp_only
06bf89b8-3e0b-4be9-a611-1e656cae34eb,3,69b87316-8ff0-4eab-b9ff-210247784518,1.0,0.5,1.0,1.0,"thickness, width",cp_only
502b3359-ee17-4ecc-8046-ceb4e6559fb8,1,e8090359-5014-4395-ac73-620ba80f2d5b,1.0,0.8,1.0,1.0,"thickness, width, length, height, weight",cp_only
502b3359-ee17-4ecc-8046-ceb4e6559fb8,2,7729084d-fc2d-41d8-a8df-891da74078f1,1.0,0.6,1.0,1.0,"thickness, width, length, height, weight",cp_only
502b3359-ee17-4ecc-8046-ceb4e6559fb8,3,86008598-05ed-4532-8a70-e8ee8daf3796,1.0,0.6,1.0,1.0,"thickness, width, length, height, weight",cp_only
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,1,822a6db3-48ad-4290-a711-8c4d7f07abc8,1.0,1.0,0.0,1.0,thickness,cp_only
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,2,54ebb88a-f9a0-4f41-9a28-20e72c87f491,1.0,5e-06,0.0,1.0,thickness,cp_only
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,3,b895d027-5c42-4455-be0f-a83d981fbb4c,1.0,0.0,1.0,1.0,thickness,cp_only
5242c623-abc6-4cc8-a1e3-dde93a899f00,1,a7674ae7-731c-46ab-94db-a7a972df8849,1.0,5e-06,0.0,1.0,thickness,cp_only
5242c623-abc6-4cc8-a1e3-dde93a899f00,2,4d1d8f30-346e-47a5-aed6-06a86e35f6d8,1.0,0.0,1.0,1.0,thickness,cp_only
5242c623-abc6-4cc8-a1e3-dde93a899f00,3,e46da0fc-64a2-40da-9482-0978978d74e7,1.0,0.0,1.0,1.0,thickness,cp_only
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,1,5cade4d0-ab67-4d1c-acf9-88a44ee18587,1.0,1.0,0.0,1.0,thickness,cp_only
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,2,88c7172f-baa0-4fcd-a404-03086f80f57b,1.0,7e-06,0.0,1.0,thickness,cp_only
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,3,807c5103-ccd5-4c18-8bc7-3a69d6c093c0,1.0,5e-06,0.0,1.0,thickness,cp_only
de734972-0ed4-47d2-85ed-94c639524ef3,1,4bb7cd1a-7bdf-42fb-af65-24f8d459a526,1.0,1.0,0.0,1.0,thickness,cp_only
de734972-0ed4-47d2-85ed-94c639524ef3,2,36f09928-cc72-441a-8f0b-5ed7ddb3049c,1.0,0.0,0.666667,1.0,thickness,cp_only
de734972-0ed4-47d2-85ed-94c639524ef3,3,2f9b77a7-eea1-45c4-9fa3-0e6885fcdc62,1.0,0.0,0.666667,1.0,thickness,cp_only
b48a1279-3852-4482-902f-203558c37a33,1,1e8557a8-c31c-4303-9232-5cd22ef2f92d,1.0,0.5,0.5,1.0,"thickness, weight",cp_only
b48a1279-3852-4482-902f-203558c37a33,2,67bec251-2744-4f3f-9657-a338cd4ed484,1.0,0.5,0.5,1.0,"thickness, weight",cp_only
b48a1279-3852-4482-902f-203558c37a33,3,9b2bb8e8-ff04-4cf5-886b-0831473dde11,1.0,0.5,0.333333,1.0,"thickness, weight",cp_only
02c609c9-52b4-49d5-b6e8-cc14787f1822,1,89a609e6-ec9c-428e-a5bf-76abd1cf611d,1.0,2e-06,0.0,1.0,thickness,cp_only
02c609c9-52b4-49d5-b6e8-cc14787f1822,2,fc1422b5-5614-4afa-a1d4-9e754f3575b0,1.0,0.0,0.5,1.0,"thickness, weight",cp_only
02c609c9-52b4-49d5-b6e8-cc14787f1822,3,cf2fb887-37af-4f0d-90a5-78162a614731,1.0,0.0,0.5,1.0,thickness,cp_only
3fe05d73-7de1-4c32-ad94-991ff0ad4290,1,99bdb0cc-ab82-49ee-8619-9db5dadd642f,1.0,0.5,0.6,1.0,"thickness, weight",cp_only
3fe05d73-7de1-4c32-ad94-991ff0ad4290,2,69c91a28-89cc-4600-816b-b4be8eb9dbd6,1.0,0.5,0.6,1.0,"thickness, weight",cp_only
3fe05d73-7de1-4c32-ad94-991ff0ad4290,3,36f09928-cc72-441a-8f0b-5ed7ddb3049c,1.0,0.5,0.5,1.0,"thickness, weight",cp_only
0e375556-7947-4dc0-a628-d1674e5d1658,1,52f74dd3-7131-48a6-8de2-a4f2b4b2a4ec,1.0,0.0,1.0,1.0,"thickness, width",cp_only
0e375556-7947-4dc0-a628-d1674e5d1658,2,d9800e2e-3aad-49a5-b5cb-d0da367732db,1.0,0.0,1.0,1.0,width,cp_only
0e375556-7947-4dc0-a628-d1674e5d1658,3,8d243c5a-29a0-473d-bdf0-9172af84f831,1.0,0.0,1.0,1.0,width,cp_only
82456e41-801e-4f90-9263-6c96d3e72160,1,17a21e69-71b8-46c0-bb5b-b6699a9e04cc,1.0,0.0,0.0,1.0,width,cp_only
82456e41-801e-4f90-9263-6c96d3e72160,2,d2d2dd2a-568f-488f-8926-99982e5703aa,0.85,0.0,1.0,1.0,width,cp_only
82456e41-801e-4f90-9263-6c96d3e72160,3,be7af47d-3781-466e-ba10-52de8a53d98a,0.85,0.0,1.0,1.0,thickness,cp_only
2761ad98-baa2-4022-b98c-146a32b16dec,1,bcbbd605-d462-499e-9e80-95c63737b99d,1.0,1.0,0.0,1.0,weight,cp_only
2761ad98-baa2-4022-b98c-146a32b16dec,2,c62fe981-4863-46f3-aaab-dd42c7d5f6dd,1.0,0.5,1.0,1.0,"width, weight",cp_only
2761ad98-baa2-4022-b98c-146a32b16dec,3,b78ef921-0ff1-4e4b-aa5d-fe99d9e3de91,1.0,0.5,0.5,1.0,"width, weight",cp_only
985a13af-6aee-4660-83c1-ce5114758d4e,1,876899b2-8a5d-4a2b-a4c9-ec9d2fb2437a,1.0,0.6,1.0,1.0,thickness,cp_only
985a13af-6aee-4660-83c1-ce5114758d4e,2,f7c40656-b7b7-435b-a516-285afaa751db,1.0,0.6,0.666667,1.0,thickness,cp_only
985a13af-6aee-4660-83c1-ce5114758d4e,3,a608d8ec-fc63-4f8f-932f-36bbd08d4eec,1.0,0.6,0.333333,1.0,thickness,cp_only
9b6f3d40-da34-465e-9211-b0d7b1d19036,1,1d54d3de-d0b3-4273-89e9-7ef3e8febb0d,1.0,1.0,0.333333,1.0,"thickness, weight",cp_only
9b6f3d40-da34-465e-9211-b0d7b1d19036,2,ada2d439-02d7-4b2d-b1fb-3aeae9a73334,1.0,0.0,1.0,1.0,,cp_only
9b6f3d40-da34-465e-9211-b0d7b1d19036,3,4c7232c9-33b7-4531-b478-5c001092cb50,1.0,0.0,0.333333,1.0,"thickness, weight",cp_only
e63d7e85-caef-4f2f-a89b-3889907f7e74,1,e0bfc6b2-19de-475e-ba88-6d6081204ed9,1.0,1.0,1.0,1.0,"thickness, width",cp_only
e63d7e85-caef-4f2f-a89b-3889907f7e74,2,2104d59d-0957-4875-b4b1-7f968cb43352,1.0,1.0,0.333333,1.0,"thickness, width",cp_only
e63d7e85-caef-4f2f-a89b-3889907f7e74,3,e67e6b48-e699-4e55-9640-ff061375d513,1.0,1.0,0.333333,1.0,"thickness, width",cp_only
2104d59d-0957-4875-b4b1-7f968cb43352,1,e67e6b48-e699-4e55-9640-ff061375d513,1.0,1.0,1.0,1.0,"thickness, width",cp_only
2104d59d-0957-4875-b4b1-7f968cb43352,2,a7f069f3-9543-4a65-9266-0d360a37bff1,1.0,1.0,1.0,1.0,"thickness, width",cp_only
2104d59d-0957-4875-b4b1-7f968cb43352,3,e63d7e85-caef-4f2f-a89b-3889907f7e74,1.0,1.0,0.333333,1.0,"thickness, width",cp_only
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,1,9d22f999-a354-44d2-95f1-bc94c38ee626,1.0,1e-06,1.0,1.0,"thickness, weight",cp_only
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,2,b6a8a28e-b744-4e4f-a040-be65cfec1ef5,1.0,0.0,1.0,1.0,thickness,cp_only
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,3,80b0f3d7-755d-47b5-8429-6f0c22eb5b11,1.0,0.0,1.0,1.0,thickness,cp_only
b64d3856-e630-4fa6-b5f7-d02e900e510e,1,a065713e-1a0f-472f-b7e3-125a8da72465,1.0,1.0,0.0,1.0,"width, weight",cp_only
b64d3856-e630-4fa6-b5f7-d02e900e510e,2,f0684d5c-1063-4ed6-b5e3-2e1067f62b82,1.0,0.5,0.5,1.0,"thickness, width",cp_only
b64d3856-e630-4fa6-b5f7-d02e900e510e,3,1d5ef170-7316-4527-a9e6-d56d9ececebe,1.0,0.5,0.5,1.0,"thickness, width",cp_only
761b9fc9-1000-476c-bebe-6c40dd431b1c,1,9aaf3186-32e9-4b8c-a282-048549b03da6,1.0,1.0,0.0,1.0,inner_diameter,cp_only
761b9fc9-1000-476c-bebe-6c40dd431b1c,2,dea3b708-307b-4d5f-a63e-1adb98ad435e,1.0,1.0,0.0,1.0,inner_diameter,cp_only
761b9fc9-1000-476c-bebe-6c40dd431b1c,3,fb2c9da4-f747-4c1c-95a5-b2bb40f9ffab,1.0,0.960981,1.0,1.0,"thickness, width, weight",cp_only
bab67e88-be02-40c9-b3d7-b43a4adff716,1,3d92c9e6-d3f8-4177-900c-04adc55774c1,1.0,1.0,0.333333,1.0,"thickness, weight",cp_only
bab67e88-be02-40c9-b3d7-b43a4adff716,2,e46aa804-164c-4907-a7ca-07a99d66d1b6,1.0,0.0,0.5,1.0,"thickness, weight",cp_only
bab67e88-be02-40c9-b3d7-b43a4adff716,3,094422ce-696c-482d-9927-c3cfbf347f7a,1.0,0.0,0.5,1.0,"thickness, weight",cp_only
5190b002-36f4-497b-b1aa-856762facb07,1,e8aab41f-0954-42b0-b20d-a0e15fd17e23,1.0,1.0,1.0,1.0,"width, inner_diameter, weight",cp_only
5190b002-36f4-497b-b1aa-856762facb07,2,c4aa5885-0b99-4fc6-bc5e-f77e55a19b36,1.0,1.0,0.0,1.0,"width, inner_diameter, weight",cp_only
5190b002-36f4-497b-b1aa-856762facb07,3,675262ee-f983-43ab-bd1b-afc8328f75fa,1.0,0.666667,1.0,1.0,"width, inner_diameter, weight",cp_only
8cc82a77-7371-4839-bca3-86f8d3ea627a,1,e42b147c-89f1-46de-b56e-0f201d709601,1.0,1.0,1.0,1.0,"width, inner_diameter, weight",cp_only
8cc82a77-7371-4839-bca3-86f8d3ea627a,2,cfb6c8f9-1d55-4d81-bb01-2cead77e09e2,1.0,1.0,1.0,1.0,inner_diameter,cp_only
8cc82a77-7371-4839-bca3-86f8d3ea627a,3,c02ac938-a3f5-4c69-a2db-375afa85f548,1.0,0.754386,0.5,1.0,"width, inner_diameter, weight",cp_only
e42b147c-89f1-46de-b56e-0f201d709601,1,8cc82a77-7371-4839-bca3-86f8d3ea627a,1.0,1.0,1.0,1.0,"width, inner_diameter, weight",cp_only
e42b147c-89f1-46de-b56e-0f201d709601,2,cfb6c8f9-1d55-4d81-bb01-2cead77e09e2,1.0,1.0,1.0,1.0,inner_diameter,cp_only
e42b147c-89f1-46de-b56e-0f201d709601,3,c02ac938-a3f5-4c69-a2db-375afa85f548,1.0,0.754386,0.5,1.0,"width, inner_diameter, weight",cp_only
795c1324-5586-4057-8c6a-574755248aa2,1,eb12b319-97e9-4acf-9991-d051e38d0210,1.0,0.666667,0.0,1.0,"width, inner_diameter, weight",cp_only
795c1324-5586-4057-8c6a-574755248aa2,2,f88c20b1-9296-462d-9a5c-0acb9de06d93,1.0,0.583333,1.0,1.0,"thickness, width, inner_diameter, weight",cp_only
795c1324-5586-4057-8c6a-574755248aa2,3,9195d6ad-120f-4ae2-8e69-462ca56c3fc0,1.0,0.5,0.666667,1.0,"width, weight",cp_only
724a7dd7-d80d-4320-86c7-b8a879bb619d,1,d0a90019-8dba-4281-bf19-07884317e2c4,1.0,1.0,1.0,1.0,"width, inner_diameter, weight",cp_only
724a7dd7-d80d-4320-86c7-b8a879bb619d,2,f0d6bb5f-55cb-4006-baf2-7bba9b16c0fb,1.0,1.0,1.0,1.0,inner_diameter,cp_only
724a7dd7-d80d-4320-86c7-b8a879bb619d,3,84d82e50-f278-4280-8858-15d7b948b875,1.0,1.0,0.0,1.0,"thickness, width, inner_diameter, weight",cp_only
4547058c-19a5-459c-96e7-5c4cfa7f2568,1,6938d338-6ad1-4280-b994-aa959f48f78f,1.0,0.0,1.0,1.0,"thickness, width, length, height, weight",cp_only
4547058c-19a5-459c-96e7-5c4cfa7f2568,2,7bcf7822-565a-479f-b1b6-32e396b3f35f,0.95,0.4,1.0,1.0,"thickness, width, length, height, weight",cp_only
4547058c-19a5-459c-96e7-5c4cfa7f2568,3,c87368c2-f7ef-497c-8422-b27fe5027a2b,0.95,0.4,1.0,1.0,"thickness, width, length, height, weight",cp_only
12779ba3-969c-48dc-97d8-33e72279f695,1,8da7061a-5e02-49b0-a888-fb3461b8a8c5,1.0,1.0,1.0,1.0,"thickness, width, length, height, weight",cp_only
12779ba3-969c-48dc-97d8-33e72279f695,2,307024ad-1a6a-40ac-87eb-72ddfb05e836,1.0,0.8,0.0,1.0,"thickness, width, length, height, weight",cp_only
12779ba3-969c-48dc-97d8-33e72279f695,3,5339f5eb-c9c5-4b14-9d04-5714b0c852ae,1.0,0.8,0.0,1.0,"thickness, width, length, height, weight",cp_only
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,1,36361daf-97cc-45e9-8ba2-ab13ece493a4,1.0,1.0,1.0,1.0,"thickness, width, length, height, weight",cp_only
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,2,dc99e837-9511-4cd8-8232-8df190346151,1.0,0.8,1.0,1.0,"thickness, width, length, height, weight",cp_only
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,3,9a0c6e95-c190-418b-a255-25f7774dac65,1.0,0.8,0.0,1.0,"thickness, width, length, height, weight",cp_only
4d565122-229a-4541-8a53-3b18169c3635,1,b954d3d2-f2d8-4b11-955e-31c7839517f5,1.0,1.0,1.0,1.0,"width, inner_diameter, weight",cp_only
4d565122-229a-4541-8a53-3b18169c3635,2,9aaf3186-32e9-4b8c-a282-048549b03da6,1.0,1.0,0.5,1.0,inner_diameter,cp_only
4d565122-229a-4541-8a53-3b18169c3635,3,dea3b708-307b-4d5f-a63e-1adb98ad435e,1.0,1.0,0.5,1.0,inner_diameter,cp_only
2d3e3b00-62f8-48fd-a80d-d15a299ed045,1,d9800e2e-3aad-49a5-b5cb-d0da367732db,1.0,1.0,1.0,1.0,inner_diameter,cp_only
2d3e3b00-62f8-48fd-a80d-d15a299ed045,2,52f74dd3-7131-48a6-8de2-a4f2b4b2a4ec,1.0,1.0,1.0,1.0,inner_diameter,cp_only
